Time_s,x3_B0100_m,y3_B0100_m,z3_B0100_m,x4_B0200_m,y4_B0200_m,z4_B0200_m,d1_A0100_B0100_km,d2_A0100_B0200_km,d3_A0200_B0100_km,d4_A0200_B0200_km,h1_A0100_m,h2_A0200_m,h3_B0100_m,h4_B0200_m,v1_A0100_ms,v2_A0200_ms,v3_B0100_ms,v4_B0200_ms,theta1_A0100_B0100_deg,theta2_A0100_B0200_deg,theta3_A0200_B0100_deg,theta4_A0200_B0200_deg,psi1_A0100_B0100_deg,psi2_A0100_B0200_deg,psi3_A0200_B0100_deg,psi4_A0200_B0200_deg,jammed_A0100,jammed_A0200,action_B0100,action_B0200
2.800,43525.041,1.676,5944.754,43541.995,627.786,6008.400,87.047,87.067,87.129,87.144,5944.768,6129.683,5944.754,6008.400,358.994,324.991,358.995,354.685,0.585,0.997,-4.337,-3.925,0.585,6.303,0.195,5.912,1,1,lock_on,lock_on
3.000,43453.254,2.105,5944.656,43471.643,635.361,6012.231,86.904,86.925,86.995,87.011,5944.671,6146.513,5944.656,6012.231,358.914,323.560,358.915,353.996,0.613,1.031,-4.186,-3.768,0.613,12.916,0.220,12.522,1,1,lock_on,lock_on
3.200,43381.490,2.554,5944.559,43401.584,644.793,6015.774,86.760,86.783,86.861,86.879,5944.573,6162.014,5944.559,6015.774,358.711,322.181,358.712,353.965,0.783,1.207,-3.945,-3.521,0.783,9.760,0.387,9.364,1,1,lock_on,lock_on
3.400,43309.755,3.032,5944.627,43331.529,654.593,6019.116,86.617,86.641,86.726,86.746,5944.642,6176.181,5944.627,6019.116,358.698,320.857,358.699,354.239,0.682,1.113,-3.624,-3.193,0.682,6.127,0.283,5.728,1,1,lock_on,lock_on
3.600,43238.034,3.533,5944.701,43261.322,663.905,6021.956,86.473,86.499,86.592,86.613,5944.716,6189.021,5944.701,6021.956,358.509,319.589,358.510,354.536,0.860,1.298,-3.230,-2.793,0.860,4.197,0.459,3.795,1,1,lock_on,lock_on
3.800,43166.341,4.074,5944.824,43190.943,672.517,6023.902,86.330,86.357,86.458,86.480,5944.839,6200.550,5944.824,6023.902,358.488,318.373,358.488,354.782,0.751,1.194,-2.743,-2.300,0.750,3.251,0.347,2.847,1,1,lock_on,lock_on
4.000,43094.663,4.645,5944.874,43120.441,680.550,6024.718,86.187,86.215,86.323,86.347,5944.889,6210.789,5944.874,6024.718,358.292,317.208,358.293,354.739,0.928,1.378,-2.189,-1.740,0.928,3.328,0.522,2.922,1,1,lock_on,lock_on
4.200,43023.014,5.263,5944.938,43049.965,688.175,6024.542,86.043,86.073,86.189,86.214,5944.953,6219.763,5944.938,6024.542,358.266,316.090,358.267,354.069,0.815,1.269,-1.579,-1.125,0.814,4.439,0.406,4.030,1,1,lock_on,lock_on
4.400,42951.381,5.918,5944.913,42979.641,696.133,6024.274,85.900,85.931,86.055,86.081,5944.929,6227.545,5944.913,6024.274,358.071,314.795,358.072,353.738,0.994,1.455,-0.813,-0.354,0.994,10.541,0.584,10.130,1,1,lock_on,lock_on
4.600,42879.777,6.627,5944.894,42909.506,705.348,6024.578,85.757,85.790,85.921,85.948,5944.910,6234.255,5944.894,6024.578,358.048,313.521,358.049,353.741,0.877,1.344,-0.758,-0.292,0.877,9.763,0.464,9.350,1,1,lock_on,lock_on
4.800,42808.188,7.377,5944.782,42839.376,714.824,6024.715,85.614,85.648,85.787,85.816,5944.799,6239.707,5944.782,6024.715,357.856,312.459,357.857,353.832,1.060,1.533,-0.634,-0.162,1.060,6.279,0.645,5.864,1,1,lock_on,lock_on
5.000,42736.628,8.188,5944.674,42769.229,724.026,6023.850,85.471,85.506,85.653,85.683,5944.690,6243.921,5944.674,6023.850,357.837,311.449,357.838,353.751,0.940,1.420,-0.292,0.187,0.940,6.394,0.523,5.977,1,1,lock_on,search
5.200,42665.083,9.045,5944.471,42699.111,733.113,6022.274,85.327,85.365,85.519,85.551,5944.488,6246.967,5944.471,6022.274,357.650,310.278,357.651,353.370,1.127,1.613,0.312,0.797,1.127,6.881,0.709,6.462,1,1,search,search
5.400,42593.565,9.969,5944.269,42629.115,742.111,6020.548,85.184,85.223,85.386,85.419,5944.286,6248.993,5944.269,6020.548,357.635,309.134,357.636,352.507,1.005,1.497,0.291,0.783,1.005,7.138,0.585,6.717,1,1,search,search
5.600,42522.043,10.930,5943.900,42559.252,751.097,6019.605,85.041,85.082,85.253,85.288,5943.917,6249.790,5943.900,6019.605,357.676,308.238,357.677,351.957,1.037,1.535,0.425,0.923,1.036,7.573,0.615,7.151,1,1,search,search
5.800,42450.526,11.915,5943.527,42489.469,760.110,6019.610,84.898,84.941,85.120,85.156,5943.544,6249.406,5943.527,6019.610,357.540,307.155,357.541,351.802,1.213,1.717,0.895,1.399,1.212,7.466,0.790,7.043,1,1,search,search
6.000,42379.028,12.932,5943.317,42419.758,769.062,6019.337,84.755,84.800,84.987,85.025,5943.335,6248.017,5943.317,6019.337,357.548,306.103,357.549,350.953,1.112,1.623,0.782,1.292,1.111,7.558,0.687,7.133,1,1,search,search
6.200,42307.541,13.976,5943.110,42350.157,777.842,6019.197,84.612,84.659,84.854,84.895,5943.128,6245.401,5943.110,6019.197,357.375,305.329,357.376,350.638,1.292,1.809,0.863,1.379,1.292,6.673,0.866,6.247,1,1,search,search
6.400,42236.080,15.062,5942.951,42280.611,786.334,6019.440,84.469,84.518,84.722,84.764,5942.969,6241.589,5942.951,6019.440,357.369,304.371,357.370,349.887,1.182,1.705,1.306,1.827,1.182,7.042,0.755,6.614,1,1,search,search
6.600,42164.630,16.180,5942.718,42211.174,794.607,6019.925,84.327,84.377,84.590,84.634,5942.736,6236.770,5942.718,6019.925,357.189,303.442,357.190,349.392,1.363,1.892,1.154,1.681,1.363,7.418,0.935,6.989,1,1,search,search
6.800,42093.208,17.349,5942.496,42141.792,802.734,6020.837,84.184,84.236,84.458,84.505,5942.514,6230.713,5942.496,6020.837,357.178,302.805,357.180,349.238,1.250,1.784,1.207,1.739,1.249,6.757,0.821,6.327,1,1,search,search
7.000,42021.799,18.555,5942.185,42072.438,810.732,6022.239,84.041,84.096,84.327,84.375,5942.203,6223.447,5942.185,6022.239,356.999,301.977,357.001,349.002,1.433,1.973,1.644,2.182,1.433,7.321,1.003,6.890,1,1,search,search
7.200,41950.416,19.819,5941.877,42003.132,818.713,6023.270,83.898,83.955,84.196,84.246,5941.896,6215.171,5941.877,6023.270,356.991,301.179,356.992,348.730,1.317,1.862,1.462,2.005,1.316,7.115,0.885,6.682,1,1,search,search
7.400,41879.046,21.125,5941.476,41933.888,826.691,6023.313,83.755,83.815,84.065,84.118,5941.494,6205.646,5941.476,6023.313,356.815,300.677,356.817,348.292,1.504,2.054,1.490,2.039,1.503,7.325,1.071,6.892,1,1,search,search
7.600,41807.702,22.496,5941.076,41864.694,834.674,6022.867,83.613,83.674,83.934,83.989,5941.095,6194.903,5941.076,6022.867,356.811,299.980,356.812,348.344,1.384,1.940,1.923,2.477,1.383,7.305,0.951,6.871,1,1,search,search
7.800,41736.353,23.902,5940.508,41795.495,842.659,6022.617,83.470,83.534,83.804,83.861,5940.527,6183.147,5940.508,6022.617,356.862,299.306,356.864,348.170,1.416,1.977,1.708,2.268,1.415,7.483,0.982,7.048,1,1,search,search
8.000,41665.006,25.329,5939.937,41726.325,850.669,6022.718,83.327,83.393,83.674,83.734,5939.956,6170.136,5939.937,6022.718,356.737,298.936,356.739,348.214,1.588,2.155,1.708,2.273,1.587,7.395,1.154,6.959,1,1,search,search
8.200,41593.675,26.787,5939.576,41657.154,858.696,6022.902,83.185,83.253,83.545,83.607,5939.595,6155.902,5939.576,6022.902,356.755,298.362,356.756,348.112,1.519,2.092,2.134,2.705,1.519,7.585,1.084,7.149,1,1,search,search
8.400,41522.350,28.274,5939.416,41587.998,866.758,6023.169,83.042,83.113,83.416,83.480,5939.435,6140.650,5939.416,6023.169,356.605,297.777,356.606,348.179,1.698,2.276,1.882,2.457,1.697,7.486,1.262,7.049,1,1,search,search
8.600,41451.047,29.805,5939.452,41518.842,874.845,6023.368,82.899,82.972,83.287,83.354,5939.471,6124.136,5939.452,6023.368,356.618,297.514,356.620,348.064,1.581,2.164,1.847,2.429,1.580,7.674,1.144,7.236,1,1,search,search
8.800,41379.756,31.369,5939.478,41449.740,882.986,6023.671,82.757,82.832,83.159,83.228,5939.497,6106.395,5939.478,6023.671,356.441,297.045,356.443,347.830,1.758,2.347,2.261,2.847,1.757,7.436,1.321,6.997,1,1,search,search
9.000,41308.491,32.983,5939.546,41380.654,891.128,6024.196,82.614,82.692,83.032,83.102,5939.565,6087.636,5939.546,6024.196,356.431,296.554,356.433,347.769,1.645,2.239,1.962,2.554,1.644,7.550,1.207,7.111,1,1,search,search
9.200,41237.239,34.633,5939.535,41311.610,899.223,6025.005,82.472,82.551,82.905,82.978,5939.554,6067.615,5939.535,6025.005,356.250,296.390,356.251,347.465,1.825,2.426,1.888,2.485,1.824,7.570,1.387,7.129,1,1,search,search
9.400,41166.016,36.338,5939.535,41242.601,907.303,6026.012,82.329,82.411,82.778,82.853,5939.554,6046.293,5939.535,6026.012,356.238,296.337,356.240,347.479,1.710,2.315,2.094,2.696,1.709,7.428,1.271,6.987,1,1,search,search
9.600,41094.805,38.084,5939.442,41173.599,915.390,6026.974,82.187,82.271,82.652,82.730,5939.461,6023.772,5939.442,6026.974,356.058,296.333,356.060,347.301,1.894,2.505,2.130,2.738,1.893,7.629,1.455,7.188,1,1,search,search
9.800,41023.621,39.892,5939.353,41104.622,923.507,6027.949,82.045,82.131,82.526,82.606,5939.372,6000.719,5939.353,6027.949,356.049,296.568,356.051,347.344,1.777,2.393,0.328,0.941,1.775,7.541,1.336,7.098,1,1,search,search
10.000,40952.451,41.745,5939.168,41035.653,931.645,6028.826,81.902,81.991,82.400,82.482,5939.187,5978.337,5939.168,6028.826,355.874,296.456,355.875,347.162,1.965,2.587,-1.097,-0.479,1.964,7.736,1.524,7.293,1,1,search,lock_on
10.200,40881.307,43.665,5938.983,40966.735,939.827,6029.691,81.760,81.851,82.274,82.358,5939.002,5957.379,5938.983,6029.691,355.869,295.748,355.871,346.994,1.846,2.473,-1.997,-1.373,1.844,7.372,1.403,6.927,1,1,lock_on,lock_on
10.400,40810.158,45.623,5938.629,40897.826,947.998,6030.266,81.618,81.711,82.147,82.233,5938.648,5938.106,5938.629,6030.266,355.921,294.803,355.923,346.904,1.881,2.514,-2.811,-2.182,1.880,7.526,1.437,7.079,1,1,lock_on,lock_on
10.600,40739.009,47.606,5938.251,40828.939,956.144,6030.679,81.475,81.571,82.019,82.108,5938.269,5920.604,5938.251,6030.679,355.805,293.742,355.806,346.752,2.064,2.702,-3.667,-3.033,2.063,7.580,1.617,7.131,1,1,lock_on,lock_on
10.800,40667.880,49.621,5937.954,40760.098,964.237,6031.110,81.333,81.432,81.892,81.983,5937.972,5904.974,5937.954,6031.110,355.820,292.349,355.822,346.457,1.963,2.607,-4.347,-3.707,1.962,7.290,1.514,6.838,1,1,lock_on,lock_on
11.000,40596.759,51.663,5937.597,40691.284,972.261,6031.616,81.191,81.292,81.764,81.858,5937.615,5891.636,5937.597,6031.616,355.656,290.468,355.658,346.335,2.145,2.793,-4.477,-3.832,2.143,7.333,1.692,6.877,1,1,lock_on,lock_on
11.200,40525.698,53.759,5937.367,40622.513,980.223,6032.296,81.049,81.152,81.636,81.732,5937.385,5880.819,5937.367,6032.296,355.586,288.615,355.312,346.033,2.165,2.819,-3.373,-2.723,1.996,7.085,1.541,6.626,1,1,lock_on,lock_on
11.400,40454.703,55.884,5937.492,40553.773,988.112,6033.113,80.907,81.012,81.508,81.606,5937.580,5872.110,5937.492,6033.113,355.288,287.218,354.944,345.894,2.336,2.996,-0.835,-0.180,2.030,7.281,1.572,6.819,1,1,lock_on,lock_on
11.600,40383.766,57.991,5937.957,40485.042,995.963,6034.084,80.765,80.873,81.380,81.481,5938.155,5864.796,5937.957,6034.084,355.268,286.252,354.731,345.994,2.197,2.861,2.366,3.026,2.222,7.259,1.762,6.794,1,1,lock_on,lock_on
11.800,40312.883,60.108,5938.647,40416.305,1003.790,6035.014,80.623,80.733,81.253,81.355,5938.804,5858.578,5938.647,6035.014,355.087,285.399,354.538,345.846,2.372,3.042,5.012,5.677,1.853,7.467,1.391,7.001,1,1,lock_on,lock_on
12.000,40242.000,62.200,5939.181,40347.584,1011.611,6035.966,80.481,80.594,81.125,81.230,5939.532,5853.590,5939.181,6035.966,355.075,284.130,354.542,345.916,2.249,2.924,6.954,7.624,1.952,7.407,1.490,6.940,1,1,lock_on,lock_on
12.200,40171.154,64.219,5939.888,40278.863,1019.429,6036.823,80.339,80.454,80.998,81.105,5940.196,5850.055,5939.888,6036.823,354.887,282.752,354.266,345.757,2.435,3.115,8.498,9.173,1.838,7.596,1.376,7.130,1,1,lock_on,lock_on
12.400,40100.345,66.198,5940.825,40210.160,1027.258,6037.680,80.198,80.315,80.871,80.980,5940.873,5848.055,5940.825,6037.680,354.868,281.282,354.226,345.819,2.316,3.001,9.838,10.518,1.715,7.517,1.254,7.051,1,1,lock_on,lock_on
12.600,40029.553,68.173,5941.755,40141.459,1035.104,6038.330,80.056,80.175,80.744,80.856,5941.388,5847.674,5941.755,6038.330,354.903,279.734,353.999,345.599,2.351,3.042,10.961,11.647,1.922,7.640,1.463,7.176,1,1,lock_on,attack_maneuver
12.800,39958.793,70.167,5942.719,40072.809,1042.954,6038.343,79.914,80.036,80.618,80.732,5941.811,5848.986,5942.719,6038.343,354.986,278.112,353.993,345.436,2.378,3.075,11.844,12.535,1.842,7.084,1.386,6.623,1,1,lock_on,attack_maneuver
13.000,39888.050,72.177,5943.599,40004.193,1050.769,6037.092,79.772,79.896,80.492,80.609,5942.287,5852.011,5943.599,6037.092,354.857,276.624,353.760,345.184,2.544,3.245,12.008,12.704,2.038,7.292,1.586,6.835,1,1,lock_on,attack_maneuver
13.200,39817.339,74.222,5944.485,39935.696,1058.593,6034.642,79.631,79.757,80.367,80.486,5942.937,5856.266,5944.485,6034.642,354.856,275.774,353.746,344.685,2.435,3.142,10.491,11.192,1.945,7.162,1.496,6.708,1,1,lock_on,attack_maneuver
13.400,39746.640,76.293,5945.275,39867.327,1066.292,6030.898,79.489,79.618,80.242,80.364,5943.754,5860.879,5945.275,6030.898,354.697,275.354,353.567,344.456,2.597,3.309,9.554,10.260,2.137,6.519,1.693,6.068,1,1,lock_on,attack_maneuver
13.600,39675.993,78.416,5946.055,39799.039,1073.844,6025.514,79.348,79.479,80.117,80.241,5944.810,5865.131,5946.055,6025.514,354.672,274.943,353.358,344.767,2.488,3.205,9.181,9.892,1.754,6.368,1.313,5.921,1,1,lock_on,attack_maneuver
13.800,39605.362,80.529,5946.537,39730.860,1081.584,6018.535,79.206,79.340,79.993,80.119,5946.059,5868.554,5946.537,6018.535,354.493,274.333,353.234,344.871,2.647,3.369,9.100,9.816,1.912,7.445,1.475,7.002,1,1,lock_on,attack_maneuver
14.000,39534.828,82.616,5946.860,39662.850,1089.572,6010.385,79.065,79.201,79.868,79.997,5947.450,5871.404,5946.860,6010.385,354.335,273.858,352.343,344.732,2.590,3.318,8.210,8.931,1.959,7.598,1.525,7.158,1,1,lock_on,attack_maneuver
14.200,39464.447,84.646,5947.214,39594.963,1097.609,6001.370,78.924,79.063,79.744,79.875,5948.320,5874.681,5947.214,6001.370,353.864,273.314,351.863,344.939,2.843,3.577,6.769,7.496,1.834,7.202,1.405,6.765,1,1,lock_on,attack_maneuver
14.400,39394.118,86.617,5947.666,39527.082,1105.705,5991.514,78.783,78.925,79.620,79.754,5948.822,5879.193,5947.666,5991.514,353.757,271.881,351.685,345.848,2.717,3.456,5.730,6.462,2.012,7.027,1.586,6.594,1,1,lock_on,attack_maneuver
14.600,39323.850,88.545,5948.322,39459.128,1113.910,5980.945,78.642,78.786,79.496,79.633,5949.311,5885.508,5948.322,5980.945,353.608,270.160,351.317,346.659,2.852,3.597,4.717,5.455,1.916,7.506,1.492,7.075,1,1,lock_on,attack_maneuver
14.800,39253.605,90.442,5949.045,39391.103,1122.016,5970.051,78.501,78.648,79.373,79.512,5949.909,5893.496,5949.045,5970.051,353.601,268.550,351.516,346.933,2.736,3.487,3.847,4.591,1.511,7.769,1.090,7.340,1,1,attack_maneuver,attack_maneuver
15.000,39183.317,92.172,5949.841,39323.049,1129.930,5959.009,78.360,78.509,79.250,79.392,5950.461,5903.226,5949.841,5959.009,353.414,266.426,351.532,347.024,2.885,3.642,3.102,3.851,0.067,7.818,0.352,7.392,1,1,attack_maneuver,attack_maneuver
15.200,39113.046,93.051,5951.296,39254.985,1137.749,5947.760,78.219,78.371,79.129,79.272,5951.042,5914.950,5951.296,5947.760,353.396,264.227,351.313,347.366,2.768,3.531,2.160,2.916,3.274,7.533,3.691,7.107,1,1,attack_maneuver,attack_maneuver
15.400,39042.904,92.202,5953.521,39186.887,1145.614,5935.978,78.078,78.232,79.008,79.154,5951.540,5928.392,5953.521,5935.978,353.210,262.237,350.465,348.273,2.917,3.688,1.201,1.964,5.806,7.409,6.223,6.985,1,1,attack_maneuver,attack_maneuver
15.600,38973.044,89.096,5956.304,39118.718,1153.585,5923.622,77.938,78.093,78.888,79.036,5952.051,5943.547,5956.304,5923.622,353.194,259.790,349.403,348.996,2.797,3.578,0.330,1.102,8.316,7.864,8.732,7.439,1,1,attack_maneuver,attack_maneuver
15.800,38903.560,83.592,5959.371,39050.488,1161.378,5911.017,77.798,77.955,78.770,78.919,5952.472,5960.611,5959.371,5911.017,353.011,257.293,348.322,349.186,2.947,3.739,-0.813,-0.030,10.764,7.573,11.181,7.148,1,1,attack_maneuver,attack_maneuver
16.000,38834.529,75.650,5962.430,38982.191,1168.800,5898.405,77.658,77.816,78.653,78.803,5952.902,5979.296,5962.430,5898.405,353.000,255.020,347.258,349.294,2.824,3.628,-2.045,-1.249,13.174,7.576,13.592,7.149,1,1,attack_maneuver,attack_maneuver
16.200,38766.020,65.276,5965.178,38913.848,1175.986,5885.780,77.519,77.678,78.538,78.689,5953.239,5999.572,5965.178,5885.780,352.822,252.290,346.234,349.388,2.975,3.794,-3.210,-2.401,15.518,7.622,15.936,7.193,1,1,attack_maneuver,attack_maneuver
16.400,38698.129,52.445,5967.317,38845.486,1183.075,5873.029,77.381,77.539,78.426,78.575,5953.583,6021.723,5967.317,5873.029,352.815,249.025,344.998,349.729,2.847,3.682,-3.859,-3.034,17.796,7.300,18.217,6.870,1,1,attack_maneuver,attack_maneuver
16.600,38631.043,36.980,5968.799,38777.094,1190.224,5859.787,77.243,77.400,78.315,78.464,5953.833,6045.908,5968.799,5859.787,352.642,245.708,343.663,350.615,2.998,3.852,-3.013,-2.171,19.928,7.151,20.350,6.718,1,1,attack_maneuver,attack_maneuver
16.800,38564.877,18.909,5969.881,38708.645,1197.490,5845.998,77.106,77.261,78.208,78.354,5954.088,6071.837,5969.881,5845.998,352.641,242.693,342.371,351.301,2.866,3.740,-0.730,0.133,22.039,7.550,22.464,7.114,1,1,attack_maneuver,attack_maneuver
17.000,38499.677,-1.619,5970.841,38640.146,1204.568,5831.970,76.971,77.123,78.103,78.246,5954.248,6098.714,5970.841,5831.970,352.473,240.625,341.356,351.468,3.019,3.915,-1.322,-0.439,24.189,7.190,24.614,6.752,1,1,attack_maneuver,attack_maneuver
17.200,38435.416,-24.376,5971.663,38571.570,1211.228,5817.960,76.836,76.984,77.999,78.138,5954.412,6125.642,5971.663,5817.960,352.476,239.469,340.448,351.611,2.883,3.802,-3.620,-2.714,26.318,6.709,26.745,6.270,1,1,attack_maneuver,attack_maneuver
17.400,38372.205,-49.385,5972.162,38502.902,1217.511,5804.106,76.702,76.845,77.896,78.030,5954.480,6152.118,5972.162,5804.106,352.313,238.709,339.334,351.723,3.037,3.981,-6.176,-5.245,28.439,6.725,28.867,6.283,1,1,attack_maneuver,attack_maneuver
17.600,38310.196,-76.704,5972.375,38434.174,1223.614,5790.260,76.570,76.706,77.794,77.921,5954.549,6177.915,5972.375,5790.260,352.321,237.881,338.384,352.105,2.896,3.868,-8.359,-7.403,30.574,6.490,31.004,6.045,1,1,attack_maneuver,attack_maneuver
17.800,38249.340,-106.116,5972.268,38365.408,1229.676,5776.108,76.439,76.567,77.693,77.812,5954.521,6202.894,5972.268,5776.108,352.164,236.849,337.564,352.481,3.052,4.052,-10.294,-9.310,32.699,6.702,33.132,6.253,1,1,attack_maneuver,attack_maneuver
18.000,38189.740,-137.612,5971.649,38296.618,1235.614,5761.846,76.309,76.428,77.594,77.703,5954.492,6226.910,5971.649,5761.846,352.177,235.665,336.543,352.549,2.908,3.938,-12.041,-11.028,34.814,6.698,35.251,6.245,1,1,attack_maneuver,attack_maneuver
18.200,38131.638,-171.326,5970.573,38227.820,1241.472,5747.440,76.180,76.289,77.495,77.594,5954.294,6249.851,5970.573,5747.440,352.247,234.402,335.274,352.891,2.911,3.972,-13.640,-12.597,36.518,6.346,36.959,5.888,1,1,attack_maneuver,attack_maneuver
18.400,38075.148,-207.210,5969.588,38159.004,1247.394,5732.527,76.053,76.150,77.398,77.484,5954.068,6271.628,5969.588,5732.527,352.148,233.107,334.146,353.789,3.055,4.149,-15.113,-14.037,38.247,6.189,38.693,5.724,1,1,attack_maneuver,attack_maneuver
18.600,38019.999,-244.781,5969.423,38090.139,1253.429,5717.067,75.928,76.011,77.301,77.374,5954.027,6292.173,5969.423,5717.067,352.089,231.814,333.207,354.479,2.983,4.113,-16.473,-15.363,39.557,6.586,40.010,6.114,1,1,attack_maneuver,attack_maneuver
18.800,37965.782,-283.396,5970.590,38021.229,1259.266,5701.380,75.804,75.872,77.206,77.264,5954.431,6311.426,5970.590,5701.380,351.804,230.548,332.626,354.642,3.119,4.284,-17.726,-16.582,39.430,6.212,39.890,5.732,1,1,attack_maneuver,attack_maneuver
19.000,37911.926,-322.321,5972.719,37952.247,1264.680,5685.725,75.679,75.733,77.111,77.153,5955.221,6329.337,5972.719,5685.725,351.797,229.324,332.300,354.788,2.968,4.169,-18.878,-17.699,38.624,5.733,39.092,5.244,1,1,attack_maneuver,attack_maneuver
19.200,37858.096,-361.153,5975.293,37883.171,1269.717,5670.241,75.555,75.594,77.016,77.043,5956.087,6345.862,5975.293,5670.241,351.632,228.153,331.865,354.900,3.108,4.345,-19.930,-18.717,36.706,5.747,37.182,5.248,1,1,attack_maneuver,attack_maneuver
19.400,37803.867,-399.199,5978.620,37814.037,1274.578,5654.773,75.431,75.455,76.920,76.932,5957.034,6360.964,5978.620,5654.773,351.636,227.043,331.475,355.293,2.964,4.235,-20.885,-19.638,31.871,5.495,32.357,4.986,1,1,attack_maneuver,attack_maneuver
19.600,37749.077,-436.293,5982.557,37744.867,1279.478,5638.865,75.306,75.316,76.824,76.821,5957.917,6374.665,5982.557,5638.865,351.463,225.684,331.523,356.219,3.108,4.414,-21.533,-20.253,35.176,5.402,35.671,4.881,1,1,attack_maneuver,attack_maneuver
19.800,37694.252,-473.464,5986.198,37675.638,1284.442,5622.464,75.181,75.177,76.728,76.710,5958.816,6387.189,5986.198,5622.464,351.458,223.645,331.864,356.885,2.965,4.305,-22.384,-21.071,37.304,5.181,37.810,4.648,1,1,attack_maneuver,attack_maneuver
